                                                                                                                                                                                                                                                                 24 Oct 2016 22:31:35
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-CubeSat


      Time (UTCG)          Lat (deg)    Lon (deg)     Alt (km)     x/Magnitude    y/Magnitude    z/Magnitude    B Field - Body x (nT)    B Field - Body y (nT)    B Field - Body z (nT)    yaw (deg)    pitch (deg)    roll (deg)        q1           q2           q3           q4   
-----------------------    ---------    ---------    ----------    -----------    -----------    -----------    ---------------------    ---------------------    ---------------------    ---------    -----------    ----------    ---------    ---------    ---------    ---------
2 Oct 2016 17:00:00.000        0.000       93.159    500.000000      -0.151907      -0.081351       0.985041               2.370e+004              -2.013e+004              -1.024e+004      128.400          3.159        90.000    -0.233584    -0.666807     0.231477     0.668750
2 Oct 2016 17:01:00.000        3.002       95.273    500.058185      -0.086206      -0.081401       0.992946               2.432e+004              -2.031e+004              -6.283e+003      128.186          5.266        92.996    -0.225784    -0.688650     0.239090     0.646234
2 Oct 2016 17:02:00.000        5.998       97.399    500.231705      -0.020125      -0.081451       0.996474               2.462e+004              -2.045e+004              -2.248e+003      127.875          7.359        96.011    -0.217737    -0.709733     0.246442     0.623006
2 Oct 2016 17:03:00.000        8.984       99.551    500.517475       0.046043      -0.081500       0.995609               2.462e+004              -2.054e+004               1.793e+003      127.463          9.434        99.053    -0.209450    -0.730033     0.253522     0.599090
2 Oct 2016 17:04:00.000       11.953      101.743    500.910413       0.112008      -0.081550       0.990355               2.433e+004              -2.060e+004               5.776e+003      126.951         11.488       102.128    -0.200934    -0.749527     0.260324     0.574514
2 Oct 2016 17:05:00.000       14.900      103.988    501.403535       0.177479      -0.081600       0.980736               2.377e+004              -2.062e+004               9.645e+003      126.335         13.514       105.244    -0.192196    -0.768195     0.266840     0.549303
2 Oct 2016 17:06:00.000       17.818      106.301    501.988084       0.242167      -0.081650       0.966793               2.296e+004              -2.062e+004               1.335e+004      125.613         15.508       108.408    -0.183248    -0.786015     0.273063     0.523486
2 Oct 2016 17:07:00.000       20.701      108.698    502.653683       0.305786      -0.081700       0.948588               2.192e+004              -2.059e+004               1.683e+004      124.782         17.465       111.627    -0.174098    -0.802967     0.278986     0.497092
2 Oct 2016 17:08:00.000       23.540      111.196    503.388527       0.368057      -0.081750       0.926202               2.070e+004              -2.053e+004               2.006e+004      123.840         19.378       114.908    -0.164757    -0.819034     0.284603     0.470149
2 Oct 2016 17:09:00.000       26.328      113.813    504.179595       0.428705      -0.081800       0.899734               1.931e+004              -2.044e+004               2.300e+004      122.783         21.243       118.259    -0.155235    -0.834197     0.289906     0.442688
2 Oct 2016 17:10:00.000       29.054      116.569    505.012883       0.487463      -0.081850       0.869299               1.780e+004              -2.033e+004               2.561e+004      121.608         23.052       121.686    -0.145542    -0.848439     0.294892     0.414738
2 Oct 2016 17:11:00.000       31.708      119.485    505.873655       0.544071      -0.081900       0.835032               1.621e+004              -2.018e+004               2.788e+004      120.312         24.799       125.196    -0.135690    -0.861746     0.299553     0.386330
2 Oct 2016 17:12:00.000       34.278      122.582    506.746704       0.598281      -0.081950       0.797085               1.458e+004              -2.001e+004               2.981e+004      118.892         26.478       128.795    -0.125688    -0.874101     0.303885     0.357496
2 Oct 2016 17:13:00.000       36.750      125.885    507.616625       0.649852      -0.082001       0.755624               1.296e+004              -1.981e+004               3.141e+004      117.346         28.081       132.488    -0.115548    -0.885492     0.307884     0.328268
2 Oct 2016 17:14:00.000       39.107      129.418    508.468084       0.698559      -0.082051       0.710833               1.136e+004              -1.958e+004               3.269e+004      115.672         29.599       136.280    -0.105282    -0.895906     0.311544     0.298677
2 Oct 2016 17:15:00.000       41.333      133.202    509.286089       0.744186      -0.082101       0.662908               9.840e+003              -1.933e+004               3.367e+004      113.869         31.026       140.174    -0.094899    -0.905332     0.314862     0.268757
2 Oct 2016 17:16:00.000       43.408      137.261    510.056252       0.786532      -0.082151       0.612061               8.411e+003              -1.906e+004               3.440e+004      111.939         32.353       144.173    -0.084413    -0.913758     0.317834     0.238540
2 Oct 2016 17:17:00.000       45.308      141.609    510.765040       0.825410      -0.082201       0.558517               7.094e+003              -1.877e+004               3.491e+004      109.883         33.571       148.275    -0.073834    -0.921177     0.320457     0.208061
2 Oct 2016 17:18:00.000       47.010      146.258    511.400011       0.860649      -0.082251       0.502511               5.899e+003              -1.848e+004               3.525e+004      107.706         34.673       152.480    -0.063173    -0.927579     0.322728     0.177351
2 Oct 2016 17:19:00.000       48.490      151.206    511.950028       0.892095      -0.082301       0.444290               4.826e+003              -1.820e+004               3.545e+004      105.415         35.650       156.783    -0.052443    -0.932957     0.324645     0.146446
2 Oct 2016 17:20:00.000       49.721      156.437    512.405451       0.919607      -0.082352       0.384111               3.865e+003              -1.793e+004               3.556e+004      103.019         36.494       161.177    -0.041656    -0.937306     0.326205     0.115380
2 Oct 2016 17:21:00.000       50.681      161.920    512.758302       0.943065      -0.082402       0.322239               2.998e+003              -1.769e+004               3.561e+004      100.528         37.199       165.653    -0.030823    -0.940621     0.327406     0.084186
2 Oct 2016 17:22:00.000       51.349      167.604    513.002405       0.962366      -0.082452       0.258947               2.204e+003              -1.748e+004               3.561e+004       97.959         37.758       170.199    -0.019955    -0.942898     0.328248     0.052899
2 Oct 2016 17:23:00.000       51.709      173.422    513.133488       0.977424      -0.082502       0.194513               1.457e+003              -1.730e+004               3.559e+004       95.326         38.165       174.800    -0.009066    -0.944135     0.328729     0.021554
2 Oct 2016 17:24:00.000       51.752      179.293    513.149256       0.988173      -0.082553       0.129223               7.334e+002              -1.716e+004               3.554e+004       92.649         38.418       179.440     0.001833    -0.944330     0.328849    -0.009815
2 Oct 2016 17:25:00.000       51.478     -174.866    513.049435       0.994566      -0.082603       0.063363               1.377e+001              -1.706e+004               3.547e+004       89.948         38.512      -175.900     0.012730    -0.943483     0.328608    -0.041174
2 Oct 2016 17:26:00.000       50.893     -169.138    512.835771       0.996575      -0.082653      -0.002776              -7.197e+002              -1.699e+004               3.537e+004       87.243         38.447      -171.238     0.023613    -0.941595     0.328006    -0.072486
2 Oct 2016 17:27:00.000       50.011     -163.595    512.512003       0.994189      -0.082703      -0.068902              -1.481e+003              -1.695e+004               3.523e+004       84.557         38.223      -166.592     0.034470    -0.938668     0.327043    -0.103719
2 Oct 2016 17:28:00.000       48.851     -158.291    512.083797       0.987421      -0.082754      -0.134724              -2.283e+003              -1.694e+004               3.503e+004       81.908         37.843      -161.983     0.045289    -0.934705     0.325722    -0.134837
2 Oct 2016 17:29:00.000       47.436     -153.264    511.558654       0.976300      -0.082804      -0.199952              -3.131e+003              -1.695e+004               3.476e+004       79.317         37.310      -157.425     0.056058    -0.929711     0.324042    -0.165807
2 Oct 2016 17:30:00.000       45.792     -148.533    510.945775       0.960875      -0.082854      -0.264298              -4.029e+003              -1.697e+004               3.440e+004       76.800         36.628      -152.936     0.066766    -0.923691     0.322006    -0.196593
2 Oct 2016 17:31:00.000       43.943     -144.103    510.255909       0.941214      -0.082905      -0.327479              -4.975e+003              -1.700e+004               3.394e+004       74.373         35.804      -148.527     0.077401    -0.916652     0.319617    -0.227163
2 Oct 2016 17:32:00.000       41.914     -139.967    509.501161       0.917404      -0.082955      -0.389215              -5.959e+003              -1.703e+004               3.334e+004       72.048         34.845      -144.209     0.087951    -0.908602     0.316877    -0.257482
2 Oct 2016 17:33:00.000       39.728     -136.110    508.694792       0.889549      -0.083005      -0.449236              -6.972e+003              -1.706e+004               3.261e+004       69.835         33.757      -139.988     0.098404    -0.899549     0.313788    -0.287517
2 Oct 2016 17:34:00.000       37.404     -132.511    507.850979       0.857773      -0.083056      -0.507275              -7.999e+003              -1.707e+004               3.173e+004       67.740         32.549      -135.872     0.108748    -0.889503     0.310355    -0.317234
2 Oct 2016 17:35:00.000       34.961     -129.148    506.984576       0.822215      -0.083106      -0.563078              -9.029e+003              -1.708e+004               3.070e+004       65.770         31.228      -131.860     0.118974    -0.878476     0.306581    -0.346602
2 Oct 2016 17:36:00.000       32.417     -125.997    506.110851       0.783032      -0.083156      -0.616398              -1.005e+004              -1.708e+004               2.952e+004       63.927         29.804      -127.956     0.129069    -0.866480     0.302470    -0.375587
2 Oct 2016 17:37:00.000       29.784     -123.034    505.245215       0.740397      -0.083207      -0.667000              -1.105e+004              -1.707e+004               2.818e+004       62.212         28.285      -124.155     0.139022    -0.853528     0.298026    -0.404158
2 Oct 2016 17:38:00.000       27.076     -120.237    504.402958       0.694498      -0.083257      -0.714661              -1.202e+004              -1.706e+004               2.668e+004       60.625         26.677      -120.457     0.148822    -0.839634     0.293256    -0.432283
2 Oct 2016 17:39:00.000       24.305     -117.584    503.598968       0.645538      -0.083307      -0.759171              -1.294e+004              -1.703e+004               2.501e+004       59.165         24.989      -116.856     0.158459    -0.824813     0.288163    -0.459931
2 Oct 2016 17:40:00.000       21.479     -115.055    502.847476       0.593732      -0.083357      -0.800334              -1.379e+004              -1.700e+004               2.319e+004       57.830         23.229      -113.348     0.167921    -0.809083     0.282753    -0.487071
2 Oct 2016 17:41:00.000       18.607     -112.632    502.161794       0.539308      -0.083408      -0.837968              -1.455e+004              -1.695e+004               2.123e+004       56.617         21.403      -109.926     0.177200    -0.792459     0.277033    -0.513674
2 Oct 2016 17:42:00.000       15.698     -110.298    501.554080       0.482507      -0.083458      -0.871907              -1.520e+004              -1.689e+004               1.913e+004       55.522         19.519      -106.583     0.186283    -0.774962     0.271009    -0.539710
2 Oct 2016 17:43:00.000       12.758     -108.036    501.035120       0.423578      -0.083508      -0.902002              -1.571e+004              -1.681e+004               1.694e+004       54.544         17.581      -103.314     0.195162    -0.756609     0.264687    -0.565151
2 Oct 2016 17:44:00.000        9.795     -105.831    500.614129       0.362783      -0.083559      -0.928120              -1.609e+004              -1.671e+004               1.469e+004       53.679         15.597      -100.111     0.203827    -0.737422     0.258074    -0.589968
2 Oct 2016 17:45:00.000        6.813     -103.670    500.298588       0.300388      -0.083609      -0.950145              -1.633e+004              -1.658e+004               1.241e+004       52.923         13.572       -96.966     0.212268    -0.717420     0.251178    -0.614134
2 Oct 2016 17:46:00.000        3.819     -101.538    500.094106       0.236670      -0.083659      -0.967982              -1.643e+004              -1.644e+004               1.013e+004       52.274         11.512       -93.873     0.220475    -0.696628     0.244005    -0.637622
2 Oct 2016 17:47:00.000        0.818      -99.422    500.004321       0.171908      -0.083709      -0.981550              -1.642e+004              -1.627e+004               7.880e+003       51.730          9.421       -90.824     0.228441    -0.675066     0.236565    -0.660407
2 Oct 2016 17:48:00.000       -2.185      -97.310    500.030830       0.106388      -0.083759      -0.990791              -1.628e+004              -1.607e+004               5.676e+003       51.289          7.305       -87.811     0.236155    -0.652760     0.228865    -0.682463
2 Oct 2016 17:49:00.000       -5.183      -95.189    500.173160       0.040401      -0.083810      -0.995662              -1.605e+004              -1.585e+004               3.540e+003       50.948          5.168       -84.828     0.243610    -0.629733     0.220913    -0.703767
2 Oct 2016 17:50:00.000       -8.172      -93.045    500.428781      -0.025765      -0.083860      -0.996144              -1.572e+004              -1.561e+004               1.486e+003       50.708          3.014       -81.866     0.250797    -0.606012     0.212719    -0.724293
2 Oct 2016 17:51:00.000      -11.147      -90.865    500.793146      -0.091817      -0.083910      -0.992234              -1.530e+004              -1.533e+004              -4.684e+002       50.566          0.849       -78.920     0.257709    -0.581622     0.204291    -0.744021
2 Oct 2016 17:52:00.000      -14.100      -88.636    501.259780      -0.157463      -0.083960      -0.983949              -1.481e+004              -1.503e+004              -2.309e+003       50.523         -1.323       -75.980     0.264338    -0.556590     0.195638    -0.762927
2 Oct 2016 17:53:00.000      -17.027      -86.343    501.820393      -0.222415      -0.084010      -0.971326              -1.425e+004              -1.470e+004              -4.022e+003       50.579         -3.498       -73.040     0.270676    -0.530945     0.186771    -0.780992
2 Oct 2016 17:54:00.000      -19.920      -83.971    502.465032      -0.286385      -0.084060      -0.954420              -1.365e+004              -1.435e+004              -5.600e+003       50.734         -5.671       -70.093     0.276717    -0.504713     0.177698    -0.798195
2 Oct 2016 17:55:00.000      -22.772      -81.502    503.182261      -0.349092      -0.084110      -0.933306              -1.303e+004              -1.397e+004              -7.039e+003       50.991         -7.839       -67.130     0.282455    -0.477924     0.168430    -0.814518
2 Oct 2016 17:56:00.000      -25.574      -78.919    503.959368      -0.410260      -0.084160      -0.908077              -1.240e+004              -1.359e+004              -8.344e+003       51.351         -9.995       -64.144     0.287881    -0.450608     0.158977    -0.829941
2 Oct 2016 17:57:00.000      -28.318      -76.203    504.782593      -0.469618      -0.084210      -0.878845              -1.178e+004              -1.320e+004              -9.530e+003       51.815        -12.136       -61.127     0.292992    -0.422795     0.149350    -0.844449
2 Oct 2016 17:58:00.000      -30.993      -73.333    505.637371      -0.526905      -0.084260      -0.845737              -1.119e+004              -1.282e+004              -1.062e+004       52.388        -14.257       -58.071     0.297781    -0.394516     0.139558    -0.858025
2 Oct 2016 17:59:00.000      -33.587      -70.287    506.508600      -0.581868      -0.084310      -0.808901              -1.064e+004              -1.247e+004              -1.163e+004       53.072        -16.351       -54.968     0.302242    -0.365801     0.129613    -0.870655
2 Oct 2016 18:00:00.000      -36.087      -67.043    507.380900      -0.634265      -0.084360      -0.768499              -1.011e+004              -1.214e+004              -1.259e+004       53.871        -18.414       -51.810     0.306372    -0.336683     0.119526    -0.882324
2 Oct 2016 18:01:00.000      -38.478      -63.575    508.238891      -0.683865      -0.084410      -0.724709              -9.595e+003              -1.186e+004              -1.352e+004       54.790        -20.440       -48.587     0.310165    -0.307193     0.109307    -0.893019
2 Oct 2016 18:02:00.000      -40.741      -59.861    509.067463      -0.730450      -0.084460      -0.677724              -9.079e+003              -1.162e+004              -1.443e+004       55.833        -22.422       -45.292     0.313617    -0.277364     0.098968    -0.902729
2 Oct 2016 18:03:00.000      -42.859      -55.879    509.852036      -0.773813      -0.084510      -0.627751              -8.539e+003              -1.142e+004              -1.533e+004       57.005        -24.353       -41.915     0.316725    -0.247229     0.088521    -0.911442
2 Oct 2016 18:04:00.000      -44.809      -51.611    510.578822      -0.813764      -0.084560      -0.575011              -7.958e+003              -1.126e+004              -1.619e+004       58.311        -26.227       -38.449     0.319485    -0.216821     0.077976    -0.919151
2 Oct 2016 18:05:00.000      -46.568      -47.044    511.235058      -0.850127      -0.084610      -0.519736              -7.324e+003              -1.113e+004              -1.700e+004       59.756        -28.035       -34.885     0.321894    -0.186174     0.067346    -0.925845
2 Oct 2016 18:06:00.000      -48.110      -42.177    511.809233      -0.882741      -0.084660      -0.462170              -6.640e+003              -1.102e+004              -1.773e+004       61.344        -29.770       -31.215     0.323949    -0.155322     0.056641    -0.931517
2 Oct 2016 18:07:00.000      -49.412      -37.021    512.291281      -0.911463      -0.084710      -0.402566              -5.916e+003              -1.093e+004              -1.836e+004       63.079        -31.421       -27.432     0.325648    -0.124298     0.045875    -0.936162
2 Oct 2016 18:08:00.000      -50.448      -31.602    512.672756      -0.936166      -0.084759      -0.341189              -5.174e+003              -1.085e+004              -1.887e+004       64.964        -32.980       -23.532     0.326990    -0.093137     0.035057    -0.939773
2 Oct 2016 18:09:00.000      -51.197      -25.967    512.946981      -0.956740      -0.084809      -0.278308              -4.437e+003              -1.076e+004              -1.927e+004       67.002        -34.438       -19.508     0.327972    -0.061874     0.024202    -0.942348
2 Oct 2016 18:10:00.000      -51.642      -20.178    513.109154      -0.973097      -0.084859      -0.214200              -3.732e+003              -1.068e+004              -1.954e+004       69.190        -35.783       -15.360     0.328595    -0.030542     0.013320    -0.943883
2 Oct 2016 18:11:00.000      -51.772      -14.313    513.156440      -0.985162      -0.084909      -0.149149              -3.081e+003              -1.061e+004              -1.973e+004       71.527        -37.005       -11.087     0.328856     0.000824     0.002423    -0.944377
2 Oct 2016 18:12:00.000      -51.584       -8.455    513.088011      -0.992884      -0.084959      -0.083441              -2.500e+003              -1.054e+004              -1.984e+004       74.007        -38.094        -6.692     0.328756     0.032189    -0.008477    -0.943828
2 Oct 2016 18:13:00.000      -51.082       -2.689    512.905063      -0.996229      -0.085008      -0.017366              -1.994e+003              -1.049e+004              -1.992e+004       76.622        -39.041        -2.183     0.328294     0.063518    -0.019367    -0.942238
2 Oct 2016 18:14:00.000      -50.279        2.911    512.610798      -0.995181      -0.085058       0.048785              -1.563e+003              -1.048e+004              -1.999e+004       79.357        -39.834         2.431     0.327473     0.094777    -0.030236    -0.939609
2 Oct 2016 18:15:00.000      -49.193        8.284    512.210367      -0.989745      -0.085108       0.114720              -1.192e+003              -1.049e+004              -2.009e+004       82.198        -40.466         7.135     0.326291     0.125931    -0.041072    -0.935943
2 Oct 2016 18:16:00.000      -47.845       13.389    511.710781      -0.979946      -0.085158       0.180149              -8.639e+002              -1.056e+004              -2.025e+004       85.124        -40.929        11.912     0.324751     0.156947    -0.051863    -0.931244
2 Oct 2016 18:17:00.000      -46.261       18.202    511.120793      -0.965827      -0.085207       0.244782              -5.497e+002              -1.067e+004              -2.049e+004       88.111        -41.216        16.740     0.322854     0.187789    -0.062596    -0.925517
2 Oct 2016 18:18:00.000      -44.466       22.713    510.450747      -0.947449      -0.085257       0.308336              -2.180e+002              -1.084e+004              -2.081e+004       91.135        -41.325        21.596     0.320603     0.218424    -0.073261    -0.918770
2 Oct 2016 18:19:00.000      -42.483       26.928    509.712400      -0.924895      -0.085307       0.370529               1.658e+002              -1.106e+004              -2.121e+004       94.168        -41.252        26.455     0.317999     0.248818    -0.083846    -0.911008
2 Oct 2016 18:20:00.000      -40.337       30.859    508.918719      -0.898264      -0.085356       0.431088               6.370e+002              -1.133e+004              -2.169e+004       97.183        -40.998        31.291     0.315046     0.278938    -0.094338    -0.902242
2 Oct 2016 18:21:00.000      -38.049       34.526    508.083655      -0.867672      -0.085406       0.489746               1.230e+003              -1.167e+004              -2.221e+004      100.152        -40.565        36.081     0.311747     0.308750    -0.104727    -0.892480
2 Oct 2016 18:22:00.000      -35.637       37.951    507.221905      -0.833256      -0.085456       0.546244               1.974e+003              -1.207e+004              -2.275e+004      103.051        -39.957        40.800     0.308105     0.338221    -0.115001    -0.881733
2 Oct 2016 18:23:00.000      -33.119       41.158    506.348647      -0.795166      -0.085506       0.600333               2.896e+003              -1.252e+004              -2.326e+004      105.859        -39.179        45.431     0.304125     0.367319    -0.125149    -0.870013
2 Oct 2016 18:24:00.000      -30.509       44.170    505.479283      -0.753571      -0.085555       0.651775               4.011e+003              -1.304e+004              -2.367e+004      108.556        -38.240        49.955     0.299811     0.396011    -0.135159    -0.857333
2 Oct 2016 18:25:00.000      -27.821       47.010    504.629162      -0.708655      -0.085605       0.700343               5.327e+003              -1.361e+004              -2.393e+004      111.128        -37.148        54.361     0.295167     0.424267    -0.145020    -0.843708
2 Oct 2016 18:26:00.000      -25.065       49.700    503.813308      -0.660615      -0.085655       0.745822               6.834e+003              -1.424e+004              -2.395e+004      113.563        -35.911        58.641     0.290199     0.452055    -0.154722    -0.829151
2 Oct 2016 18:27:00.000      -22.253       52.261    503.046157      -0.609663      -0.085704       0.788014               8.509e+003              -1.491e+004              -2.368e+004      115.855        -34.540        62.787     0.284913     0.479343    -0.164255    -0.813680
2 Oct 2016 18:28:00.000      -19.393       54.711    502.341294      -0.556025      -0.085754       0.826730               1.031e+004              -1.561e+004              -2.304e+004      117.998        -33.045        66.800     0.279313     0.506103    -0.173607    -0.797311
2 Oct 2016 18:29:00.000      -16.494       57.068    501.711217      -0.499935      -0.085804       0.861802               1.219e+004              -1.632e+004              -2.200e+004      119.990        -31.436        70.680     0.273407     0.532305    -0.182768    -0.780062
2 Oct 2016 18:30:00.000      -13.562       59.348    501.167103      -0.441642      -0.085854       0.893074               1.409e+004              -1.703e+004              -2.053e+004      121.833        -29.721        74.429     0.267200     0.557919    -0.191728    -0.761952
2 Oct 2016 18:31:00.000      -10.604       61.567    500.718614      -0.381403      -0.085903       0.920409               1.594e+004              -1.771e+004              -1.861e+004      123.528        -27.911        78.054     0.260700     0.582917    -0.200478    -0.743002
2 Oct 2016 18:32:00.000       -7.626       63.739    500.373718      -0.319484      -0.085953       0.943685               1.768e+004              -1.834e+004              -1.626e+004      125.078        -26.015        81.560     0.253913     0.607272    -0.209008    -0.723232
2 Oct 2016 18:33:00.000       -4.635       65.877    500.138546      -0.256156      -0.086003       0.962802               1.925e+004              -1.891e+004              -1.352e+004      126.488        -24.040        84.955     0.246847     0.630958    -0.217308    -0.702664
2 Oct 2016 18:34:00.000       -1.635       67.996    500.017280      -0.191701      -0.086053       0.977674               2.060e+004              -1.940e+004              -1.044e+004      127.762        -21.995        88.247     0.239510     0.653947    -0.225369    -0.681320
2 Oct 2016 18:35:00.000        1.367       70.108    500.012077      -0.126400      -0.086102       0.988235               2.169e+004              -1.980e+004              -7.068e+003      128.904        -19.886        91.445     0.231910     0.676214    -0.233183    -0.659225
2 Oct 2016 18:36:00.000        4.367       72.225    500.123029      -0.060543      -0.086152       0.994441               2.251e+004              -2.009e+004              -3.491e+003      129.920        -17.722        94.557     0.224055     0.697736    -0.240740    -0.636403
2 Oct 2016 18:37:00.000        7.359       74.362    500.348163       0.005580      -0.086202       0.996262               2.304e+004              -2.029e+004               2.240e+002      130.815        -15.508        97.592     0.215954     0.718487    -0.248034    -0.612878
2 Oct 2016 18:38:00.000       10.338       76.530    500.683475       0.071677      -0.086252       0.993692               2.328e+004              -2.039e+004               4.005e+003      131.591        -13.250       100.560     0.207616     0.738446    -0.255054    -0.588677
2 Oct 2016 18:39:00.000       13.298       78.744    501.123005       0.137458      -0.086302       0.986741               2.325e+004              -2.040e+004               7.788e+003      132.252        -10.954       103.468     0.199050     0.757590    -0.261795    -0.563826
2 Oct 2016 18:40:00.000       16.233       81.018    501.658943       0.202633      -0.086352       0.975440               2.296e+004              -2.033e+004               1.152e+004      132.803         -8.625       106.327     0.190265     0.775898    -0.268248    -0.538354
2 Oct 2016 18:41:00.000       19.136       83.368    502.281773       0.266913      -0.086402       0.959840               2.243e+004              -2.019e+004               1.515e+004      133.245         -6.268       109.144     0.181271     0.793350    -0.274406    -0.512287
2 Oct 2016 18:42:00.000       21.999       85.809    502.980443       0.330017      -0.086452       0.940008               2.169e+004              -2.001e+004               1.864e+004      133.581         -3.889       111.929     0.172078     0.809926    -0.280263    -0.485655
2 Oct 2016 18:43:00.000       24.816       88.359    503.742567       0.391665      -0.086501       0.916033               2.075e+004              -1.980e+004               2.197e+004      133.811         -1.491       114.690     0.162696     0.825609    -0.285812    -0.458488
2 Oct 2016 18:44:00.000       27.577       91.037    504.554645       0.451586      -0.086551       0.888020               1.962e+004              -1.957e+004               2.510e+004      133.936          0.920       117.435     0.153135     0.840381    -0.291047    -0.430814
2 Oct 2016 18:45:00.000       30.272       93.862    505.402309       0.509515      -0.086601       0.856093               1.832e+004              -1.932e+004               2.800e+004      133.957          3.340       120.173     0.143405     0.854226    -0.295962    -0.402665
2 Oct 2016 18:46:00.000       32.889       96.858    506.270575       0.565198      -0.086651       0.820392               1.687e+004              -1.909e+004               3.064e+004      133.871          5.765       122.914     0.133519     0.867128    -0.300552    -0.374072
2 Oct 2016 18:47:00.000       35.416      100.046    507.144112       0.618389      -0.086701       0.781075               1.527e+004              -1.886e+004               3.298e+004      133.679          8.190       125.666     0.123485     0.879073    -0.304812    -0.345066
2 Oct 2016 18:48:00.000       37.838      103.451    508.007514       0.668854      -0.086751       0.738315               1.356e+004              -1.865e+004               3.500e+004      133.377         10.610       128.439     0.113316     0.890049    -0.308738    -0.315680
2 Oct 2016 18:49:00.000       40.138      107.095    508.845569       0.716370      -0.086802       0.692300               1.178e+004              -1.846e+004               3.667e+004      132.962         13.021       131.242     0.103022     0.900042    -0.312324    -0.285945
2 Oct 2016 18:50:00.000       42.298      111.002    509.643528       0.760727      -0.086852       0.643235               9.949e+003              -1.829e+004               3.797e+004      132.430         15.417       134.085     0.092616     0.909043    -0.315566    -0.255894
2 Oct 2016 18:51:00.000       44.296      115.191    510.387364       0.801731      -0.086902       0.591334               8.124e+003              -1.813e+004               3.890e+004      131.777         17.792       136.979     0.082107     0.917040    -0.318463    -0.225561
2 Oct 2016 18:52:00.000       46.109      119.675    511.064011       0.839200      -0.086952       0.536826               6.345e+003              -1.799e+004               3.948e+004      130.996         20.142       139.934     0.071508     0.924025    -0.321009    -0.194980
2 Oct 2016 18:53:00.000       47.713      124.461    511.661596       0.872970      -0.087002       0.479953               4.653e+003              -1.786e+004               3.972e+004      130.081         22.459       142.963     0.060831     0.929991    -0.323203    -0.164183
2 Oct 2016 18:54:00.000       49.083      129.541    512.169641       0.902890      -0.087052       0.420964               3.082e+003              -1.774e+004               3.966e+004      129.023         24.737       146.076     0.050086     0.934931    -0.325042    -0.133205
2 Oct 2016 18:55:00.000       50.193      134.892    512.579245       0.928831      -0.087102       0.360120               1.658e+003              -1.763e+004               3.935e+004      127.816         26.968       149.287     0.039287     0.938839    -0.326523    -0.102080
2 Oct 2016 18:56:00.000       51.023      140.473    512.883234       0.950677      -0.087152       0.297689               3.902e+002              -1.754e+004               3.885e+004      126.449         29.144       152.608     0.028445     0.941711    -0.327646    -0.070843
2 Oct 2016 18:57:00.000       51.552      146.228    513.076289       0.968331      -0.087203       0.233946              -7.225e+002              -1.747e+004               3.820e+004      124.913         31.255       156.053     0.017571     0.943544    -0.328409    -0.039527
2 Oct 2016 18:58:00.000       51.768      152.080    513.155030       0.981717      -0.087253       0.169172              -1.695e+003              -1.743e+004               3.746e+004      123.199         33.292       159.636     0.006678     0.944337    -0.328812    -0.008168
2 Oct 2016 18:59:00.000       51.666      157.949    513.118081       0.990775      -0.087303       0.103652              -2.552e+003              -1.740e+004               3.666e+004      121.295         35.244       163.368    -0.004223     0.944087    -0.328853     0.023201
2 Oct 2016 19:00:00.000       51.249      163.748    512.966087       0.995465      -0.087353       0.037676              -3.318e+003              -1.740e+004               3.582e+004      119.194         37.099       167.264    -0.015118     0.942795    -0.328533     0.054543
2 Oct 2016 19:01:00.000       50.527      169.399    512.701709       0.995766      -0.087404      -0.028466              -4.021e+003              -1.741e+004               3.496e+004      116.886         38.842       171.332    -0.025998     0.940463    -0.327851     0.085826
2 Oct 2016 19:02:00.000       49.516      174.839    512.329573       0.991678      -0.087454      -0.094481              -4.683e+003              -1.742e+004               3.409e+004      114.368         40.461       175.582    -0.036848     0.937094    -0.326810     0.117014
2 Oct 2016 19:03:00.000       48.237     -179.979    511.856194       0.983218      -0.087504      -0.160080              -5.323e+003              -1.744e+004               3.321e+004      111.635         41.940      -179.981    -0.047659     0.932691    -0.325410     0.148072
2 Oct 2016 19:04:00.000       46.715     -175.086    511.289865       0.970423      -0.087554      -0.224973              -5.955e+003              -1.745e+004               3.232e+004      108.692         43.264      -175.358    -0.058417     0.927258    -0.323652     0.178968
2 Oct 2016 19:05:00.000       44.974     -170.492    510.640513       0.953351      -0.087605      -0.288874              -6.592e+003              -1.746e+004               3.140e+004      105.545         44.417      -170.555    -0.069110     0.920802    -0.321539     0.209665
2 Oct 2016 19:06:00.000       43.040     -166.198    509.919529       0.932075      -0.087655      -0.351501              -7.245e+003              -1.746e+004               3.046e+004      102.211         45.383      -165.583    -0.079728     0.913331    -0.319072     0.240132
2 Oct 2016 19:07:00.000       40.937     -162.191    509.139572       0.906690      -0.087705      -0.412578              -7.920e+003              -1.746e+004               2.949e+004       98.711         46.149      -160.464    -0.090258     0.904851    -0.316255     0.270333
2 Oct 2016 19:08:00.000       38.685     -158.454    508.314349       0.877309      -0.087755      -0.471835              -8.622e+003              -1.745e+004               2.846e+004       95.077         46.703      -155.226    -0.100690     0.895374    -0.313091     0.300237
2 Oct 2016 19:09:00.000       36.305     -154.965    507.458378       0.844059      -0.087806      -0.529012              -9.348e+003              -1.745e+004               2.736e+004       91.347         47.033      -149.905    -0.111010     0.884908    -0.309582     0.329808
