                                                                                                                                                                                                                                                                 24 Oct 2016 22:31:35
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-CubeSat


      Time (UTCG)          Lat (deg)    Lon (deg)     Alt (km)     x/Magnitude    y/Magnitude    z/Magnitude    B Field - Body x (nT)    B Field - Body y (nT)    B Field - Body z (nT)    yaw (deg)    pitch (deg)    roll (deg)        q1           q2           q3           q4   
2 Oct 2016 22:52:00.000      -50.756     -101.602    512.785849      -0.938611      -0.098936      -0.330486               4.236e+003              -1.702e+004              -2.608e+004        2.967          7.337       -38.839    -0.326725     0.084380    -0.038780     0.940546
2 Oct 2016 22:53:00.000      -51.396      -95.902    513.019522      -0.958469      -0.098986      -0.267467               5.115e+003              -1.663e+004              -2.487e+004        2.749          3.692       -38.629    -0.327831     0.053095    -0.027931     0.942829
2 Oct 2016 22:54:00.000      -51.726      -90.076    513.139875      -0.974102      -0.099035      -0.203269               5.772e+003              -1.620e+004              -2.356e+004        2.545          0.047       -38.447    -0.328578     0.021752    -0.017051     0.944072
2 Oct 2016 22:55:00.000      -51.740      -84.203    513.144802      -0.985439      -0.099085      -0.138175               6.199e+003              -1.574e+004              -2.220e+004        2.351         -3.600       -38.290    -0.328963    -0.009615    -0.006153     0.944274
2 Oct 2016 22:56:00.000      -51.436      -78.370    513.034218      -0.992431      -0.099134      -0.072473               6.404e+003              -1.526e+004              -2.088e+004        2.164         -7.247       -38.159    -0.328987    -0.040971     0.004752     0.943433
2 Oct 2016 22:57:00.000      -50.823      -72.656    512.810057      -0.995048      -0.099184      -0.006452               6.412e+003              -1.476e+004              -1.965e+004        1.984        -10.896       -38.051    -0.328650    -0.072282     0.015652     0.941552
2 Oct 2016 22:58:00.000      -49.914      -67.133    512.476242      -0.993278      -0.099233       0.059596               6.260e+003              -1.426e+004              -1.857e+004        1.807        -14.545       -37.967    -0.327951    -0.103514     0.026535     0.938631
2 Oct 2016 22:59:00.000      -48.729      -61.854    512.038615      -0.987128      -0.099283       0.125380               5.994e+003              -1.376e+004              -1.767e+004        1.632        -18.195       -37.907    -0.326893    -0.134631     0.037389     0.934675
2 Oct 2016 23:00:00.000      -47.292      -56.854    511.504843      -0.976627      -0.099332       0.190611               5.662e+003              -1.327e+004              -1.696e+004        1.456        -21.845       -37.871    -0.325475    -0.165599     0.048202     0.929688
2 Oct 2016 23:01:00.000      -45.627      -52.152    510.884278      -0.961820      -0.099382       0.255001               5.312e+003              -1.280e+004              -1.644e+004        1.276        -25.496       -37.860    -0.323700    -0.196385     0.058961     0.923675
2 Oct 2016 23:02:00.000      -43.761      -47.750    510.187804      -0.942773      -0.099431       0.318266               4.981e+003              -1.238e+004              -1.610e+004        1.091        -29.147       -37.875    -0.321569    -0.226954     0.069657     0.916642
2 Oct 2016 23:03:00.000      -41.716      -43.641    509.427645      -0.919569      -0.099481       0.380126               4.701e+003              -1.200e+004              -1.589e+004        0.897        -32.798       -37.918    -0.319084    -0.257273     0.080275     0.908599
2 Oct 2016 23:04:00.000      -39.515      -39.808    508.617156      -0.892312      -0.099530       0.440310               4.491e+003              -1.167e+004              -1.581e+004        0.690        -36.449       -37.992    -0.316250    -0.287308     0.090806     0.899552
2 Oct 2016 23:05:00.000      -37.180      -36.233    507.770590      -0.861121      -0.099580       0.498552               4.363e+003              -1.141e+004              -1.581e+004        0.465        -40.100       -38.101    -0.313067    -0.317026     0.101237     0.889514
2 Oct 2016 23:06:00.000      -34.727      -32.891    506.902850      -0.826134      -0.099629       0.554596               4.325e+003              -1.123e+004              -1.587e+004        0.217        -43.751       -38.250    -0.309541    -0.346394     0.111556     0.878493
2 Oct 2016 23:07:00.000      -32.174      -29.758    506.029228      -0.787506      -0.099679       0.608193               4.380e+003              -1.112e+004              -1.598e+004       -0.062        -47.401       -38.446    -0.305675    -0.375379     0.121754     0.866504
2 Oct 2016 23:08:00.000      -29.534      -26.812    505.165136      -0.745406      -0.099728       0.659109               4.539e+003              -1.109e+004              -1.611e+004       -0.384        -51.050       -38.699    -0.301473    -0.403951     0.131817     0.853558
2 Oct 2016 23:09:00.000      -26.820      -24.029    504.325838      -0.700021      -0.099777       0.707118               4.817e+003              -1.115e+004              -1.627e+004       -0.762        -54.699       -39.023    -0.296940    -0.432077     0.141736     0.839671
2 Oct 2016 23:10:00.000      -24.042      -21.388    503.526172      -0.651550      -0.099827       0.752009               5.236e+003              -1.129e+004              -1.642e+004       -1.218        -58.345       -39.440    -0.292080    -0.459726     0.151499     0.824857
2 Oct 2016 23:11:00.000      -21.212      -18.870    502.780292      -0.600208      -0.099876       0.793584               5.824e+003              -1.153e+004              -1.654e+004       -1.785        -61.989       -39.981    -0.286900    -0.486868     0.161096     0.809133
2 Oct 2016 23:12:00.000      -18.336      -16.456    502.101413      -0.546220      -0.099926       0.831660               6.607e+003              -1.186e+004              -1.657e+004       -2.515        -65.630       -40.699    -0.281404    -0.513472     0.170516     0.792516
2 Oct 2016 23:13:00.000      -15.424      -14.129    501.501574      -0.489825      -0.099975       0.866070               7.603e+003              -1.228e+004              -1.645e+004       -3.494        -69.265       -41.679    -0.275600    -0.539510     0.179748     0.775025
2 Oct 2016 23:14:00.000      -12.482      -11.873    500.991421      -0.431271      -0.100025       0.896661               8.811e+003              -1.279e+004              -1.610e+004       -4.885        -72.892       -43.084    -0.269492    -0.564953     0.188783     0.756679
2 Oct 2016 23:15:00.000       -9.516       -9.673    500.580012      -0.370817      -0.100074       0.923298               1.021e+004              -1.335e+004              -1.544e+004       -7.020        -76.503       -45.246    -0.263089    -0.589772     0.197611     0.737498
2 Oct 2016 23:16:00.000       -6.533       -7.515    500.274661      -0.308729      -0.100124       0.945866               1.174e+004              -1.397e+004              -1.439e+004      -10.704        -80.081       -48.971    -0.256396    -0.613941     0.206222     0.717503
2 Oct 2016 23:17:00.000       -3.538       -5.385    500.080794      -0.245281      -0.100174       0.964263               1.334e+004              -1.460e+004              -1.290e+004      -18.467        -83.571       -56.787    -0.249422    -0.637432     0.214606     0.696716
2 Oct 2016 23:18:00.000       -0.537       -3.270    500.001861      -0.180752      -0.100223       0.978409               1.492e+004              -1.522e+004              -1.097e+004      -42.346        -86.686       -80.733    -0.242173    -0.660220     0.222755     0.675161
2 Oct 2016 23:19:00.000        2.466       -1.158    500.039265      -0.115427      -0.100273       0.988242               1.640e+004              -1.580e+004              -8.587e+003     -116.251        -87.290      -154.718    -0.234659    -0.682279     0.230658     0.652861
2 Oct 2016 23:20:00.000        5.463        0.965    500.192340      -0.049594      -0.100322       0.993718               1.770e+004              -1.631e+004              -5.815e+003     -151.487        -84.485       169.954    -0.226887    -0.703586     0.238309     0.629840
2 Oct 2016 23:21:00.000        8.451        3.111    500.458365       0.016456      -0.100372       0.994814               1.876e+004              -1.674e+004              -2.721e+003     -161.516        -81.046       159.818    -0.218865    -0.724116     0.245698     0.606125
2 Oct 2016 23:22:00.000       11.424        5.295    500.832609       0.082434      -0.100422       0.991524               1.953e+004              -1.706e+004               6.080e+002     -165.894        -77.486       155.320    -0.210603    -0.743847     0.252817     0.581740
2 Oct 2016 23:23:00.000       14.375        7.529    501.308420       0.148047      -0.100471       0.983864               2.000e+004              -1.728e+004               4.081e+003     -168.303        -73.885       152.777    -0.202109    -0.762758     0.259658     0.556714
2 Oct 2016 23:24:00.000       17.299        9.829    501.877346       0.213007      -0.100521       0.971866               2.017e+004              -1.737e+004               7.609e+003     -169.810        -70.265       151.122    -0.193394    -0.780826     0.266214     0.531074
2 Oct 2016 23:25:00.000       20.189       12.210    502.529288       0.277027      -0.100571       0.955584               2.004e+004              -1.736e+004               1.111e+004     -170.830        -66.636       149.939    -0.184466    -0.798034     0.272477     0.504847
2 Oct 2016 23:26:00.000       23.036       14.689    503.252680       0.339825      -0.100620       0.935091               1.964e+004              -1.725e+004               1.450e+004     -171.556        -63.002       149.034    -0.175335    -0.814360     0.278442     0.478064
2 Oct 2016 23:27:00.000       25.834       17.283    504.034703       0.401125      -0.100670       0.910475               1.901e+004              -1.706e+004               1.773e+004     -172.090        -59.365       148.305    -0.166012    -0.829788     0.284100     0.450753
2 Oct 2016 23:28:00.000       28.571       20.013    504.861509       0.460655      -0.100720       0.881846               1.819e+004              -1.680e+004               2.076e+004     -172.492        -55.727       147.692    -0.156506    -0.844301     0.289446     0.422945
2 Oct 2016 23:29:00.000       31.239       22.898    505.718475       0.518155      -0.100770       0.849330               1.721e+004              -1.650e+004               2.355e+004     -172.797        -52.087       147.158    -0.146828    -0.857882     0.294475     0.394670
2 Oct 2016 23:30:00.000       33.825       25.962    506.590458       0.573369      -0.100820       0.813070               1.614e+004              -1.617e+004               2.608e+004     -173.030        -48.447       146.680    -0.136989    -0.870516     0.299180     0.365960
2 Oct 2016 23:31:00.000       36.316       29.226    507.462069       0.626056      -0.100869       0.773227               1.500e+004              -1.585e+004               2.837e+004     -173.204        -44.807       146.239    -0.126999    -0.882190     0.303556     0.336846
2 Oct 2016 23:32:00.000       38.695       32.716    508.317941       0.675982      -0.100919       0.729975               1.384e+004              -1.554e+004               3.043e+004     -173.332        -41.167       145.826    -0.116870    -0.892891     0.307599     0.307360
2 Oct 2016 23:33:00.000       40.946       36.454    509.143001       0.722928      -0.100969       0.683506               1.267e+004              -1.526e+004               3.228e+004     -173.421        -37.528       145.430    -0.106612    -0.902606     0.311304     0.277535
2 Oct 2016 23:34:00.000       43.049       40.462    509.922735       0.766687      -0.101019       0.634024               1.152e+004              -1.502e+004               3.396e+004     -173.477        -33.890       145.045    -0.096238    -0.911326     0.314667     0.247404
2 Oct 2016 23:35:00.000       44.982       44.758    510.643440       0.807066      -0.101069       0.581747               1.039e+004              -1.483e+004               3.550e+004     -173.502        -30.253       144.665    -0.085757    -0.919039     0.317684     0.217000
2 Oct 2016 23:36:00.000       46.722       49.352    511.292461       0.843886      -0.101119       0.526907               9.253e+003              -1.469e+004               3.692e+004     -173.500        -26.618       144.287    -0.075182    -0.925739     0.320353     0.186357
2 Oct 2016 23:37:00.000       48.243       54.247    511.858414       0.876986      -0.101169       0.469744               8.101e+003              -1.461e+004               3.825e+004     -173.473        -22.983       143.907    -0.064524    -0.931418     0.322669     0.155508
2 Oct 2016 23:38:00.000       49.521       59.430    512.331378       0.906220      -0.101219       0.410512               6.902e+003              -1.459e+004               3.949e+004     -173.422        -19.351       143.520    -0.053796    -0.936068     0.324631     0.124487
2 Oct 2016 23:39:00.000       50.531       64.871    512.703067       0.931459      -0.101269       0.349470               5.627e+003              -1.462e+004               4.062e+004     -173.347        -15.720       143.125    -0.043008    -0.939686     0.326236     0.093330
2 Oct 2016 23:40:00.000       51.252       70.523    512.966975       0.952591      -0.101319       0.286887               4.249e+003              -1.470e+004               4.162e+004     -173.248        -12.092       142.717    -0.032173    -0.942267     0.327483     0.062069
2 Oct 2016 23:41:00.000       51.668       76.323    513.118483       0.969524      -0.101369       0.223041               2.747e+003              -1.482e+004               4.246e+004     -173.125         -8.465       142.294    -0.021303    -0.943808     0.328371     0.030739
2 Oct 2016 23:42:00.000       51.768       82.191    513.154939       0.982183      -0.101419       0.158212               1.116e+003              -1.496e+004               4.309e+004     -172.977         -4.842       141.854    -0.010409    -0.944308     0.328897    -0.000624
2 Oct 2016 23:43:00.000       51.550       88.044    513.075706       0.990512      -0.101469       0.092686              -6.406e+002              -1.512e+004               4.345e+004     -172.802         -1.221       141.393     0.000496    -0.943766     0.329062    -0.031986
2 Oct 2016 23:44:00.000       51.020       93.797    512.882171       0.994474      -0.101519       0.026752              -2.501e+003              -1.528e+004               4.351e+004     -172.600          2.397       140.907     0.011401    -0.942183     0.328866    -0.063313
2 Oct 2016 23:45:00.000       50.189       99.378    512.577718       0.994052      -0.101569      -0.039300              -4.434e+003              -1.544e+004               4.323e+004     -172.366          6.011       140.393     0.022294    -0.939560     0.328309    -0.094571
2 Oct 2016 23:46:00.000       49.077      104.728    512.167679       0.989248      -0.101619      -0.105178              -6.399e+003              -1.558e+004               4.258e+004     -172.098          9.621       139.847     0.033162    -0.935900     0.327390    -0.125724
2 Oct 2016 23:47:00.000       47.707      109.807    511.659232       0.980083      -0.101669      -0.170592              -8.349e+003              -1.572e+004               4.154e+004     -171.793         13.226       139.264     0.043993    -0.931208     0.326112    -0.156738
2 Oct 2016 23:48:00.000       46.102      114.591    511.061287       0.966597      -0.101720      -0.235253              -1.024e+004              -1.586e+004               4.014e+004     -171.446         16.826       138.638     0.054777    -0.925488     0.324476    -0.187579
2 Oct 2016 23:49:00.000       44.288      119.074    510.384328       0.948850      -0.101770      -0.298877              -1.202e+004              -1.599e+004               3.838e+004     -171.050         20.421       137.963     0.065500    -0.918748     0.322484    -0.218213
2 Oct 2016 23:50:00.000       42.289      123.262    509.640233       0.926920      -0.101820      -0.361182              -1.365e+004              -1.612e+004               3.630e+004     -170.599         24.009       137.230     0.076151    -0.910993     0.320137    -0.248607
2 Oct 2016 23:51:00.000       40.129      127.168    508.842072       0.900903      -0.101870      -0.421895              -1.510e+004              -1.625e+004               3.394e+004     -170.085         27.589       136.431     0.086719    -0.902233     0.317438    -0.278726
2 Oct 2016 23:52:00.000       37.828      130.811    508.003877       0.870915      -0.101920      -0.480748              -1.635e+004              -1.640e+004               3.136e+004     -169.495         31.160       135.554     0.097191    -0.892478     0.314391    -0.308537
2 Oct 2016 23:53:00.000       35.406      134.214    507.140400       0.837088      -0.101970      -0.537481              -1.738e+004              -1.657e+004               2.862e+004     -168.816         34.720       134.584     0.107557    -0.881738     0.310998    -0.338008
2 Oct 2016 23:54:00.000       32.878      137.402    506.266853       0.799571      -0.102020      -0.591843              -1.819e+004              -1.675e+004               2.577e+004     -168.031         38.268       133.503     0.117805    -0.870025     0.307264    -0.367107
2 Oct 2016 23:55:00.000       30.260      140.397    505.398642       0.758529      -0.102070      -0.643596              -1.880e+004              -1.695e+004               2.287e+004     -167.116         41.801       132.288     0.127923    -0.857352     0.303192    -0.395800
2 Oct 2016 23:56:00.000       27.565      143.222    504.551099       0.714142      -0.102121      -0.692511              -1.923e+004              -1.717e+004               1.997e+004     -166.043         45.315       130.908     0.137901    -0.843734     0.298787    -0.424056
2 Oct 2016 23:57:00.000       24.804      145.899    503.739203       0.666608      -0.102171      -0.738373              -1.950e+004              -1.741e+004               1.709e+004     -164.771         48.806       129.324     0.147728    -0.829184     0.294054    -0.451844
2 Oct 2016 23:58:00.000       21.987      148.448    502.977322       0.616135      -0.102221      -0.780979              -1.965e+004              -1.768e+004               1.427e+004     -163.248         52.267       127.483     0.157392    -0.813719     0.288997    -0.479134
2 Oct 2016 23:59:00.000       19.123      150.889    502.278950       0.562946      -0.102271      -0.820142              -1.970e+004              -1.796e+004               1.151e+004     -161.401         55.691       125.310     0.166883    -0.797357     0.283623    -0.505895
3 Oct 2016 00:00:00.000       16.220      153.238    501.656468       0.507275      -0.102321      -0.855688              -1.970e+004              -1.827e+004               8.816e+003     -159.128         59.066       122.703     0.176191    -0.780114     0.277938    -0.532098
3 Oct 2016 00:01:00.000       13.286      155.512    501.120922       0.449369      -0.102371      -0.887462              -1.966e+004              -1.859e+004               6.166e+003     -156.282         62.372       119.515     0.185306    -0.762012     0.271947    -0.557714
3 Oct 2016 00:02:00.000       10.326      157.726    500.681821       0.389481      -0.102421      -0.915322              -1.959e+004              -1.893e+004               3.542e+003     -152.650         65.585       115.533     0.194217    -0.743068     0.265657    -0.582714
3 Oct 2016 00:03:00.000        7.347      159.894    500.346966       0.327877      -0.102471      -0.939147              -1.950e+004              -1.926e+004               9.236e+002     -147.918         68.661       110.442     0.202915    -0.723304     0.259076    -0.607072
3 Oct 2016 00:04:00.000        4.354      162.030    500.122312       0.264827      -0.102521      -0.958830              -1.938e+004              -1.958e+004              -1.710e+003     -141.627         71.533       103.782     0.211390    -0.702743     0.252210    -0.630760
3 Oct 2016 00:05:00.000        1.354      164.148    500.011852       0.200611      -0.102571      -0.974287              -1.921e+004              -1.988e+004              -4.373e+003     -133.141         74.092        94.916     0.219632    -0.681405     0.245067    -0.653751
3 Oct 2016 00:06:00.000       -1.648      166.260    500.017551       0.135510      -0.102621      -0.985447              -1.897e+004              -2.013e+004              -7.065e+003     -121.751         76.164        83.135     0.227634    -0.659317     0.237654    -0.676021
3 Oct 2016 00:07:00.000       -4.648      168.378    500.139309       0.069813      -0.102671      -0.992262              -1.863e+004              -2.033e+004              -9.776e+003     -107.165         77.506        68.146     0.235385    -0.636500     0.229980    -0.697546
3 Oct 2016 00:08:00.000       -7.639      170.517    500.374959       0.003808      -0.102721      -0.994703              -1.817e+004              -2.046e+004              -1.248e+004      -90.460         77.874        51.026     0.242878    -0.612982     0.222054    -0.718300
3 Oct 2016 00:09:00.000      -10.616      172.689    500.720310      -0.062213      -0.102771      -0.992758              -1.757e+004              -2.053e+004              -1.515e+004      -74.200         77.186        34.338     0.250105    -0.588787     0.213884    -0.738263
3 Oct 2016 00:10:00.000      -13.574      174.908    501.169225      -0.127959      -0.102821      -0.986435              -1.682e+004              -2.053e+004              -1.773e+004      -60.602         75.595        20.298     0.257056    -0.563942     0.205478    -0.757410
3 Oct 2016 00:11:00.000      -16.506      177.189    501.713727      -0.193140      -0.102871      -0.975764              -1.593e+004              -2.047e+004              -2.020e+004      -50.216         73.358         9.455     0.263725    -0.538475     0.196847    -0.775722
3 Oct 2016 00:12:00.000      -19.406      179.546    502.344148      -0.257469      -0.102921      -0.960790              -1.491e+004              -2.035e+004              -2.251e+004      -42.529         70.701         1.296     0.270105    -0.512414     0.188000    -0.793178
3 Oct 2016 00:13:00.000      -22.265     -178.003    503.049303      -0.320662      -0.102971      -0.941580              -1.377e+004              -2.019e+004              -2.464e+004      -36.828         67.774        -4.894     0.276187    -0.485788     0.178946    -0.809758
3 Oct 2016 00:14:00.000      -25.077     -175.442    503.816691      -0.382441      -0.103020      -0.918219              -1.254e+004              -1.999e+004              -2.656e+004      -32.533         64.673        -9.696     0.281967    -0.458626     0.169695    -0.825446
3 Oct 2016 00:15:00.000      -27.832     -172.752    504.632722      -0.442533      -0.103070      -0.890809              -1.124e+004              -1.978e+004              -2.826e+004      -29.234         61.454       -13.521     0.287437    -0.430958     0.160258    -0.840222
3 Oct 2016 00:16:00.000      -30.520     -169.911    505.482958      -0.500673      -0.103120      -0.859472              -9.886e+003              -1.955e+004              -2.974e+004      -26.654         58.156       -16.647     0.292590    -0.402814     0.150645    -0.854071
3 Oct 2016 00:17:00.000      -33.130     -166.898    506.352371      -0.556605      -0.103170      -0.824346              -8.502e+003              -1.931e+004              -3.100e+004      -24.605         54.800       -19.265     0.297423    -0.374226     0.140866    -0.866978
3 Oct 2016 00:18:00.000      -35.648     -163.691    507.225611      -0.610082      -0.103219      -0.785586              -7.099e+003              -1.906e+004              -3.204e+004      -22.956         51.403       -21.505     0.301929    -0.345224     0.130933    -0.878929
3 Oct 2016 00:19:00.000      -38.059     -160.265    508.087280      -0.660869      -0.103269      -0.743362              -5.685e+003              -1.882e+004              -3.288e+004      -21.616         47.977       -23.460     0.306103    -0.315842     0.120855    -0.889909
3 Oct 2016 00:20:00.000      -40.347     -156.597    508.922198      -0.708742      -0.103319      -0.697861              -4.263e+003              -1.857e+004              -3.351e+004      -20.520         44.528       -25.197     0.309941    -0.286112     0.110645    -0.899908
3 Oct 2016 00:21:00.000      -42.492     -152.664    509.715673      -0.753489      -0.103368      -0.649284              -2.831e+003              -1.831e+004              -3.396e+004      -19.621         41.063       -26.766     0.313438    -0.256066     0.100313    -0.908914
3 Oct 2016 00:22:00.000      -44.474     -148.448    510.453755      -0.794913      -0.103418      -0.597845              -1.384e+003              -1.803e+004              -3.421e+004      -18.884         37.585       -28.204     0.316592    -0.225737     0.089871    -0.916916
3 Oct 2016 00:23:00.000      -46.268     -143.935    511.123484      -0.832832      -0.103468      -0.543770               7.645e+001              -1.773e+004              -3.424e+004      -18.282         34.098       -29.540     0.319397    -0.195159     0.079330    -0.923908
3 Oct 2016 00:24:00.000      -47.852     -139.122    511.713108      -0.867078      -0.103517      -0.487299               1.548e+003              -1.740e+004              -3.406e+004      -17.794         30.605       -30.797     0.321852    -0.164366     0.068702    -0.929879
3 Oct 2016 00:25:00.000      -49.198     -134.015    512.212289      -0.897501      -0.103567      -0.428679               3.016e+003              -1.704e+004              -3.363e+004      -17.407         27.108       -31.992     0.323953    -0.133392     0.057998    -0.934825
3 Oct 2016 00:26:00.000      -50.283     -128.641    512.612281      -0.923967      -0.103616      -0.368171               4.459e+003              -1.665e+004              -3.294e+004      -17.109         23.608       -33.140     0.325698    -0.102271     0.047231    -0.938739
3 Oct 2016 00:27:00.000      -51.085     -123.040    512.906081      -0.946358      -0.103666      -0.306039               5.843e+003              -1.623e+004              -3.198e+004      -16.890         20.107       -34.255     0.327085    -0.071036     0.036411    -0.941617
3 Oct 2016 00:28:00.000      -51.585     -117.273    513.088546      -0.964577      -0.103715      -0.242560               7.127e+003              -1.578e+004              -3.076e+004      -16.744         16.607       -35.346     0.328113    -0.039724     0.025552    -0.943457
3 Oct 2016 00:29:00.000      -51.772     -111.416    513.156484      -0.978542      -0.103765      -0.178011               8.269e+003              -1.531e+004              -2.930e+004      -16.667         13.109       -36.424     0.328781    -0.008367     0.014664    -0.944255
3 Oct 2016 00:30:00.000      -51.641     -105.550    513.108705      -0.988193      -0.103814      -0.112679               9.225e+003              -1.483e+004              -2.763e+004      -16.654          9.614       -37.496     0.329087     0.022999     0.003760    -0.944012
3 Oct 2016 00:31:00.000      -51.194      -99.762    512.946046      -0.993487      -0.103864      -0.046850               9.963e+003              -1.436e+004              -2.581e+004      -16.705          6.123       -38.572     0.329032     0.054339    -0.007148    -0.942727
3 Oct 2016 00:32:00.000      -50.444      -94.128    512.671353      -0.994401      -0.103913       0.019183               1.046e+004              -1.392e+004              -2.391e+004      -16.819          2.637       -39.658     0.328615     0.085619    -0.018048    -0.940402
3 Oct 2016 00:33:00.000      -49.407      -88.710    512.289434      -0.990931      -0.103963       0.085132               1.072e+004              -1.350e+004              -2.200e+004      -16.996         -0.842       -40.762     0.327838     0.116805    -0.028928    -0.937039
3 Oct 2016 00:34:00.000      -48.104      -83.555    511.806975      -0.983092      -0.104012       0.150704               1.074e+004              -1.314e+004              -2.015e+004      -17.237         -4.314       -41.892     0.326700     0.147862    -0.039777    -0.932642
3 Oct 2016 00:35:00.000      -46.561      -78.689    511.232428      -0.970919      -0.104061       0.215611               1.056e+004              -1.283e+004              -1.843e+004      -17.546         -7.776       -43.056     0.325203     0.178756    -0.050582    -0.927217
3 Oct 2016 00:36:00.000      -44.801      -74.124    510.575865      -0.954465      -0.104111       0.279567               1.022e+004              -1.259e+004              -1.688e+004      -17.927        -11.228       -44.263     0.323349     0.209452    -0.061332    -0.920768
3 Oct 2016 00:37:00.000      -42.850      -69.857    509.848805      -0.933804      -0.104160       0.342289               9.760e+003              -1.243e+004              -1.554e+004      -18.384        -14.667       -45.522     0.321140     0.239918    -0.072014    -0.913303
3 Oct 2016 00:38:00.000      -40.732      -65.876    509.064015      -0.909026      -0.104210       0.403501               9.245e+003              -1.234e+004              -1.443e+004      -18.926        -18.091       -46.843     0.318578     0.270118    -0.082618    -0.904831
3 Oct 2016 00:39:00.000      -38.468      -62.163    508.235287      -0.880240      -0.104259       0.462933               8.720e+003              -1.232e+004              -1.354e+004      -19.560        -21.499       -48.238     0.315666     0.300021    -0.093130    -0.895360
3 Oct 2016 00:40:00.000      -36.077      -58.697    507.377202      -0.847575      -0.104308       0.520324               8.230e+003              -1.237e+004              -1.284e+004      -20.298        -24.887       -49.721     0.312408     0.329592    -0.103540    -0.884901
3 Oct 2016 00:41:00.000      -33.576      -55.453    506.504874      -0.811173      -0.104358       0.575420               7.811e+003              -1.249e+004              -1.232e+004      -21.153        -28.253       -51.308     0.308806     0.358800    -0.113837    -0.873466
3 Oct 2016 00:42:00.000      -30.982      -52.408    505.633683      -0.771196      -0.104407       0.627978               7.490e+003              -1.265e+004              -1.193e+004      -22.141        -31.592       -53.018     0.304864     0.387612    -0.124009    -0.861067
3 Oct 2016 00:43:00.000      -28.306      -49.539    504.779007      -0.727819      -0.104456       0.677767               7.281e+003              -1.287e+004              -1.163e+004      -23.284        -34.899       -54.874     0.300588     0.415996    -0.134044    -0.847718
3 Oct 2016 00:44:00.000      -25.562      -46.823    503.955949      -0.681234      -0.104506       0.724568               7.194e+003              -1.314e+004              -1.139e+004      -24.607        -38.169       -56.903     0.295982     0.443921    -0.143933    -0.833434
3 Oct 2016 00:45:00.000      -22.760      -44.241    503.179069      -0.631647      -0.104555       0.768173               7.234e+003              -1.345e+004              -1.118e+004      -26.141        -41.395       -59.138     0.291050     0.471357    -0.153663    -0.818230
3 Oct 2016 00:46:00.000      -19.908      -41.772    502.462123      -0.579276      -0.104605       0.808392               7.403e+003              -1.381e+004              -1.096e+004      -27.927        -44.566       -61.620     0.285799     0.498272    -0.163224    -0.802123
3 Oct 2016 00:47:00.000      -17.014      -39.400    501.817818      -0.524352      -0.104654       0.845046               7.710e+003              -1.421e+004              -1.070e+004      -30.011        -47.672       -64.400     0.280234     0.524637    -0.172607    -0.785132
3 Oct 2016 00:48:00.000      -14.088      -37.107    501.257586      -0.467117      -0.104704       0.877975               8.160e+003              -1.466e+004              -1.038e+004      -32.457        -50.697       -67.541     0.274360     0.550424    -0.181799    -0.767274
3 Oct 2016 00:49:00.000      -11.134      -34.879    500.791371      -0.407823      -0.104753       0.907032               8.763e+003              -1.513e+004              -9.942e+003      -35.338        -53.621       -71.118     0.268186     0.575603    -0.190792    -0.748569
3 Oct 2016 00:50:00.000       -8.160      -32.699    500.427457      -0.346733      -0.104802       0.932091               9.521e+003              -1.564e+004              -9.348e+003      -38.747        -56.419       -75.224     0.261716     0.600147    -0.199576    -0.729039
3 Oct 2016 00:51:00.000       -5.170      -30.556    500.172311      -0.284114      -0.104852       0.953040               1.042e+004              -1.615e+004              -8.539e+003      -42.790        -59.057       -79.969     0.254960     0.624029    -0.208140    -0.708704
3 Oct 2016 00:52:00.000       -2.172      -28.434    500.030470      -0.220244      -0.104901       0.969788               1.144e+004              -1.666e+004              -7.463e+003      -47.589        -61.491       -85.474     0.247923     0.647222    -0.216476    -0.687587
3 Oct 2016 00:53:00.000        0.831      -26.322    500.004458      -0.155404      -0.104951       0.982260               1.254e+004              -1.715e+004              -6.077e+003      -53.263        -63.666       -91.861     0.240613     0.669701    -0.224574    -0.665712
3 Oct 2016 00:54:00.000        3.831      -24.207    500.094736      -0.089880      -0.105000       0.990402               1.365e+004              -1.758e+004              -4.354e+003      -59.902        -65.513       -99.220     0.233039     0.691442    -0.232425    -0.643102
3 Oct 2016 00:55:00.000        6.825      -22.075    500.299700      -0.023961      -0.105050       0.994178               1.471e+004              -1.795e+004              -2.293e+003      -67.518        -66.956      -107.563     0.225209     0.712419    -0.240021    -0.619782
3 Oct 2016 00:56:00.000        9.807      -19.913    500.615703       0.042064      -0.105099       0.993572               1.566e+004              -1.823e+004               7.847e+001      -75.982        -67.917      -116.765     0.217132     0.732610    -0.247354    -0.595779
3 Oct 2016 00:57:00.000       12.771      -17.708    501.037129       0.107902      -0.105149       0.988585               1.643e+004              -1.842e+004               2.713e+003      -84.990        -68.331      -126.522     0.208816     0.751993    -0.254414    -0.571118
3 Oct 2016 00:58:00.000       15.711      -15.446    501.556488       0.173264      -0.105199       0.979241               1.699e+004              -1.851e+004               5.546e+003      -94.093        -68.171      -136.387     0.200271     0.770546    -0.261196    -0.545827
3 Oct 2016 00:59:00.000       18.620      -13.111    502.164558       0.237861      -0.105248       0.965580               1.731e+004              -1.851e+004               8.502e+003     -102.815        -67.449      -145.883     0.191506     0.788249    -0.267690    -0.519934
